Project,FileName,ASMRV,EILC,HCL,LRA,MMM,NCOE,NHE,NSL,NURP,PEO,TMC,TMS,UNMD,UNMI,UP,Changed,PrevFixing,CodeChurn,LOC
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/Filter.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,20,30
rocksdb-v5.18.3,java/rocksjni/table.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,233,100
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/WriteOptions.java,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,105,164
rocksdb-v5.18.3,java/rocksjni/portal.h,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,7889,4627
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/Env.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,104,81
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/PlainTableConfig.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,36,230
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/ColumnFamilyOptions.java,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18,994,854
rocksdb-v5.18.3,java/rocksjni/ratelimiterjni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,301,111
rocksdb-v5.18.3,java/rocksjni/transaction_notifier_jnicallback.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,32
rocksdb-v5.18.3,java/rocksjni/compact_range_options.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196,175
rocksdb-v5.18.3,java/rocksjni/merge_operator.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,133,69
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/IngestExternalFileOptions.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,131,112
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/SkipListMemTableConfig.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,9,41
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/OptimisticTransactionDB.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,175,151
rocksdb-v5.18.3,java/rocksjni/checkpoint.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,125,60
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/StringAppendOperator.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,24,19
rocksdb-v5.18.3,java/rocksjni/snapshot.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,23
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/TransactionDBOptions.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,217,202
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/CassandraCompactionFilter.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,33,16
rocksdb-v5.18.3,java/rocksjni/compaction_filter_factory_jnicallback.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,63
rocksdb-v5.18.3,java/rocksjni/clock_cache.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,36
rocksdb-v5.18.3,java/rocksjni/comparator.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,239,56
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/DirectSlice.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,110,118
rocksdb-v5.18.3,java/rocksjni/writebatchhandlerjnicallback.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,980,454
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/CompressionOptions.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,91,72
rocksdb-v5.18.3,java/rocksjni/env_options.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,496,283
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/RemoveEmptyValueCompactionFilter.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,34,15
rocksdb-v5.18.3,java/rocksjni/jnicallback.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,24
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/EnvOptions.java,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,225,150
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/MemoryUtil.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,60,55
rocksdb-v5.18.3,java/rocksjni/write_batch_with_index.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1606,668
rocksdb-v5.18.3,java/rocksjni/iterator.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,590,163
rocksdb-v5.18.3,java/rocksjni/ingest_external_file_options.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,185,140
rocksdb-v5.18.3,java/rocksjni/remove_emptyvalue_compactionfilterjni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,18
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/WriteBufferManager.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,30,26
rocksdb-v5.18.3,java/rocksjni/transaction.cc,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,2606,1428
rocksdb-v5.18.3,java/rocksjni/compaction_filter_factory.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,51,35
rocksdb-v5.18.3,java/rocksjni/write_batch.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1630,544
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/DirectComparator.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,37,29
rocksdb-v5.18.3,java/rocksjni/statistics.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,430,228
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/NativeComparatorWrapper.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57,48
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/Logger.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,106,109
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/AbstractSlice.java,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,103,172
rocksdb-v5.18.3,java/rocksjni/compression_options.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,201,144
rocksdb-v5.18.3,java/rocksjni/sst_file_writerjni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,518,241
rocksdb-v5.18.3,java/rocksjni/rocksdb_exception_test.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96,69
rocksdb-v5.18.3,java/rocksjni/rocks_callback_object.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,28
rocksdb-v5.18.3,java/rocksjni/compaction_options_fifo.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,123,95
rocksdb-v5.18.3,java/rocksjni/transaction_db.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,705,405
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/BloomFilter.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,34,72
rocksdb-v5.18.3,java/rocksjni/restorejni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,524,37
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/ColumnFamilyHandle.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,123,103
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/WriteBatch.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,419,349
rocksdb-v5.18.3,java/rocksjni/env.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,142,76
rocksdb-v5.18.3,java/rocksjni/cassandra_compactionfilterjni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,20
rocksdb-v5.18.3,java/rocksjni/lru_cache.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,39
rocksdb-v5.18.3,java/rocksjni/slice.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,798,315
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/HashSkipListMemTableConfig.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,17,94
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/FlushOptions.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,26,44
rocksdb-v5.18.3,java/rocksjni/backupenginejni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,409,234
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/Comparator.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,34,28
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/WBWIRocksIterator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,111,167
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/DBOptions.java,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,1030,1033
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/OptionsUtil.java,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,142,132
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/RocksCallbackObject.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50,43
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/BackupableDBOptions.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,348,431
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/TransactionLogIterator.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,24,100
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/BlockBasedTableConfig.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,309,523
rocksdb-v5.18.3,java/rocksjni/options_util.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,120,100
rocksdb-v5.18.3,java/rocksjni/cassandra_value_operator.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,43
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/TransactionDB.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,354,303
rocksdb-v5.18.3,java/src/test/java/org/rocksdb/RocksDBExceptionTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,121,104
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/Statistics.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,161,132
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/OptimisticTransactionOptions.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,53,46
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/HashLinkedListMemTableConfig.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,21,158
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/CompactionOptionsFIFO.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,125,108
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/RocksMemEnv.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,51,23
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/Snapshot.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,38,35
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/CompactRangeOptions.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,233,204
rocksdb-v5.18.3,java/rocksjni/sst_file_manager.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,362,209
rocksdb-v5.18.3,java/rocksjni/transaction_notifier.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,38
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/VectorMemTableConfig.java,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,9,39
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/Transaction.java,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1962,1672
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/WriteBatchWithIndex.java,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,594,294
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/SstFileManager.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,251,220
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/RestoreOptions.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,41,29
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/CassandraValueMergeOperator.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,47,20
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/ReadOptions.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,461,489
rocksdb-v5.18.3,java/rocksjni/comparatorjnicallback.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,700,288
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/SstFileWriter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,285,229
rocksdb-v5.18.3,java/rocksjni/filter.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,144,38
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/RocksDB.java,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,20,2430,2904
rocksdb-v5.18.3,java/rocksjni/columnfamilyhandle.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,118,66
rocksdb-v5.18.3,java/rocksjni/writebatchhandlerjnicallback.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,112,79
rocksdb-v5.18.3,java/rocksjni/backupablejni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1033,309
rocksdb-v5.18.3,java/rocksjni/memtablejni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,179,84
rocksdb-v5.18.3,java/rocksjni/compaction_options_universal.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,251,181
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/RateLimiter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,277,212
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/TtlDB.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,97,197
rocksdb-v5.18.3,java/rocksjni/rocksjni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,6068,2065
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/AbstractCompactionFilter.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,85,52
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/ComparatorOptions.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,47
rocksdb-v5.18.3,java/rocksjni/ttl.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,631,159
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/AbstractTransactionNotifier.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,54,46
rocksdb-v5.18.3,java/src/test/java/org/rocksdb/NativeComparatorWrapperTest.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92,76
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/LRUCache.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,88,75
rocksdb-v5.18.3,java/rocksjni/jnicallback.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,45
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/Slice.java,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,83,122
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/TransactionOptions.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,195,173
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/CompactionOptionsUniversal.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,283,254
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/Checkpoint.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,36,58
rocksdb-v5.18.3,java/rocksjni/loggerjnicallback.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,770,255
rocksdb-v5.18.3,java/rocksjni/transaction_log.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,130,69
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/RocksIterator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,59
rocksdb-v5.18.3,java/rocksjni/transaction_options.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,259,162
rocksdb-v5.18.3,java/rocksjni/write_batch_test.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,296,181
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/Options.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1761,1685
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/AbstractCompactionFilterFactory.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,77,64
rocksdb-v5.18.3,java/rocksjni/optimistic_transaction_db.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,421,235
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/BackupEngine.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,335,228
rocksdb-v5.18.3,java/rocksjni/options.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,12866,6099
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/ClockCache.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,65,53
rocksdb-v5.18.3,java/rocksjni/memory_util.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,87
rocksdb-v5.18.3,java/rocksjni/optimistic_transaction_options.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,65
rocksdb-v5.18.3,java/rocksjni/transaction_db_options.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,206,142
rocksdb-v5.18.3,java/rocksjni/write_buffer_manager.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,33
rocksdb-v5.18.3,java/rocksjni/compaction_filter.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,24
rocksdb-v5.18.3,java/rocksjni/native_comparator_wrapper_test.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,34
rocksdb-v5.18.3,java/src/test/java/org/rocksdb/WriteBatchTest.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,695,392
rocksdb-v5.18.3,java/src/main/java/org/rocksdb/UInt64AddOperator.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19,16
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/Filter.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20,30
rocksdb-v5.17.2,java/rocksjni/table.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,229,92
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/WriteOptions.java,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,105,164
rocksdb-v5.17.2,java/rocksjni/portal.h,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,7616,4550
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/Env.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,104,81
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/PlainTableConfig.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,12,230
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/ColumnFamilyOptions.java,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16,941,854
rocksdb-v5.17.2,java/rocksjni/ratelimiterjni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,301,111
rocksdb-v5.17.2,java/rocksjni/transaction_notifier_jnicallback.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,32
rocksdb-v5.17.2,java/rocksjni/compact_range_options.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196,175
rocksdb-v5.17.2,java/rocksjni/merge_operator.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,133,45
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/IngestExternalFileOptions.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,131,112
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/SkipListMemTableConfig.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,9,41
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/OptimisticTransactionDB.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,151
rocksdb-v5.17.2,java/rocksjni/checkpoint.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,125,60
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/StringAppendOperator.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,24,19
rocksdb-v5.17.2,java/rocksjni/snapshot.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,23
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/TransactionDBOptions.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,217,202
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/CassandraCompactionFilter.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,33,16
rocksdb-v5.17.2,java/rocksjni/compaction_filter_factory_jnicallback.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,63
rocksdb-v5.17.2,java/rocksjni/clock_cache.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,36
rocksdb-v5.17.2,java/rocksjni/comparator.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,239,56
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/DirectSlice.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,110,118
rocksdb-v5.17.2,java/rocksjni/writebatchhandlerjnicallback.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,980,454
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/CompressionOptions.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,72
rocksdb-v5.17.2,java/rocksjni/env_options.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,496,283
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/RemoveEmptyValueCompactionFilter.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,34,15
rocksdb-v5.17.2,java/rocksjni/jnicallback.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,24
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/EnvOptions.java,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,225,150
rocksdb-v5.17.2,java/rocksjni/write_batch_with_index.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1578,668
rocksdb-v5.17.2,java/rocksjni/iterator.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,590,163
rocksdb-v5.17.2,java/rocksjni/ingest_external_file_options.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,185,140
rocksdb-v5.17.2,java/rocksjni/remove_emptyvalue_compactionfilterjni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,18
rocksdb-v5.17.2,java/rocksjni/transaction.cc,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,2502,1428
rocksdb-v5.17.2,java/rocksjni/compaction_filter_factory.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,35
rocksdb-v5.17.2,java/rocksjni/write_batch.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1630,544
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/DirectComparator.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,37,29
rocksdb-v5.17.2,java/rocksjni/statistics.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,427,228
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/NativeComparatorWrapper.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57,48
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/Logger.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,106,109
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/AbstractSlice.java,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,103,172
rocksdb-v5.17.2,java/rocksjni/compression_options.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,201,144
rocksdb-v5.17.2,java/rocksjni/sst_file_writerjni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,518,241
rocksdb-v5.17.2,java/rocksjni/rocksdb_exception_test.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96,69
rocksdb-v5.17.2,java/rocksjni/rocks_callback_object.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,28
rocksdb-v5.17.2,java/rocksjni/compaction_options_fifo.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,76,52
rocksdb-v5.17.2,java/rocksjni/transaction_db.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,705,405
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/BloomFilter.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,34,72
rocksdb-v5.17.2,java/rocksjni/restorejni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,524,37
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/ColumnFamilyHandle.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,123,103
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/WriteBatch.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,419,349
rocksdb-v5.17.2,java/rocksjni/env.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,142,76
rocksdb-v5.17.2,java/rocksjni/cassandra_compactionfilterjni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,20
rocksdb-v5.17.2,java/rocksjni/lru_cache.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,39
rocksdb-v5.17.2,java/rocksjni/slice.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,798,315
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/HashSkipListMemTableConfig.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,17,94
rocksdb-v5.17.2,java/src/main/java/org/rocksdb/FlushOptions.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,44
rocksdb-v5.17.2,java/rocksjni/backupenginejni.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,409,234
